Hybridization REF	p	difference	q	subclass
TNFRSF14	0.010448468707069	0.435533894550288	0.0383920478073698	2
EZH2	0.00622904274714166	0.420912715994683	0.0265996960553617	2
GNA13	0.0153264073919754	0.387535076059666	0.0526428775637416	2
IRF8	0.017687827771201	0.350169841973121	0.0582224330802033	2
HVCN1	0.019458056093611	0.302466400827057	0.0627423033222559	2
MEF2B	0.0436183729379081	0.280017722640673	0.120907068845429	2
3Q28:AMP	0.0422432792192404	0.194062915374391	0.120038976499305	2
10Q23.31:DEL	0.04254546002507	0.155811549254172	0.120038976499305	2
IKZF3	0.0101360620029509	-0.0655737704918033	0.0381308999158629	2
SV:ETV6	0.0451889470631441	-0.0674157303370786	0.12310092475822	2
SIN3A	0.00895567384829226	-0.0710382513661202	0.0345121089763458	2
17Q25.1:DEL	0.000144278850098825	-0.0765027322404372	0.0014247536447259	2
PRKCB	0.00439441696187939	-0.087431693989071	0.019837653713627	2
ZC3H12A	0.00285071296192354	-0.092896174863388	0.0136488681207248	2
ETS1	0.0345766805501052	-0.0931915522079456	0.101168806054012	2
DOCK1	0.00248264408666122	-0.0983606557377049	0.0122580551778898	2
HLA-C	0.00248264408666122	-0.0983606557377049	0.0122580551778898	2
NFKBIE	0.00248264408666122	-0.0983606557377049	0.0122580551778898	2
UBE2A	0.00248264408666122	-0.0983606557377049	0.0122580551778898	2
ZEB2	0.00161334199926313	-0.103825136612022	0.00944103836605832	2
1P31.1:DEL	0.0272269131552097	-0.104415891301137	0.081167024123078	2
BCL10	0.00140480062157303	-0.109289617486339	0.00853686531571303	2
GRHPR	0.00140480062157303	-0.109289617486339	0.00853686531571303	2
PTPN6	0.00140480062157303	-0.109289617486339	0.00853686531571303	2
19P13.2:DEL	4.57676935093713e-06	-0.109289617486339	8.81457032861028e-05	2
19P13.3:DEL	0.0258879263490796	-0.109880372175454	0.0802018110422466	2
SV:CIITA	0.00778935945961673	-0.117977528089888	0.0315568921697293	2
2Q22.2:DEL	7.91457282952334e-07	-0.12568306010929	1.78643215294955e-05	2
11P:AMP	0.0269712971454257	-0.126569192142963	0.081167024123078	2
17P:DEL	0.0144003020112677	-0.137498153891597	0.0505610603951177	2
9Q:AMP	0.000464749664232872	-0.147836360951115	0.00386476036572599	2
CD58	0.000144278850098825	-0.153005464480874	0.0014247536447259	2
19Q:AMP	0.000248559106900169	-0.153300841825432	0.00231013758177804	2
11Q:AMP	0.00829691687096975	-0.153891596514547	0.0327728216403305	2
BTG2	9.38050345228489e-05	-0.158469945355191	0.00105865681818644	2
CD83	9.38050345228489e-05	-0.158469945355191	0.00105865681818644	2
14Q32.31:DEL	3.72464576620411e-08	-0.163934426229508	9.80823385100416e-07	2
KLHL6	0.0228434348196511	-0.164525180918624	0.0721852540300975	2
B2M	0.0162760678040852	-0.175454142667257	0.0547152917669247	2
HIST1H1E	0.0494430060876645	-0.18150937823069	0.132406694268661	2
IGLL5	0.00742090416971333	-0.197312066164525	0.0308553383898607	2
ETV6	9.42844068083367e-06	-0.202185792349727	0.000148969362757172	2
HIST1H2BC	5.02095778211978e-06	-0.202185792349727	8.81457032861028e-05	2
SV:CD274/PDCD1LG2	0.00044832175407662	-0.202247191011236	0.00386476036572599	2
HLA-B	0.0116984260774061	-0.2030719243834	0.0420079845506855	2
9P24.1:AMP	2.11310604783243e-05	-0.213410131442918	0.00027822562963127	2
DTX1	0.000568657172983171	-0.219169989661793	0.00427846825387338	2
3P:AMP	1.05867587602274e-09	-0.229508196721311	4.18176971028982e-08	2
HIST1H1C	0.00222948992577706	-0.252252252252252	0.0122580551778898	2
CD79B	0.000790211118849485	-0.285039137498154	0.00542840681644429	2
3Q:AMP	3.1739335045099e-09	-0.306306306306306	1.00296298742513e-07	2
TP53	0.00524646113067828	-0.318712154777729	0.0230261349624213	2
MYD88	0.000747733242055287	-0.339979323585881	0.00537008419294252	2
PIM1	0.000535634290786087	-0.411903706985674	0.00423151089721009	2
SV:BCL6	1.06168198082914e-11	-0.691011235955056	1.67745752971004e-09	2
TP53	3.63814904049187e-09	1.02565938656164	5.74827548397715e-07	3
17P:DEL	4.16286866085884e-07	0.431197040219597	3.28866624207848e-05	3
21Q:AMP	0.000150317380391917	0.410788876954291	0.00237501461019229	3
9P21.3:DEL	6.45772615554375e-06	0.372956200023869	0.000311565403512996	3
2P16.1:AMP	0.00715307200638794	0.345984007638143	0.0305455507299809	3
1P36.11:DEL	3.63312998866606e-05	0.33500417710944	0.00114806907641847	3
9Q21.13:DEL	8.54851346432256e-05	0.30015514977921	0.00181608077888938	3
1P36.32:DEL	0.000361794260033128	0.293949158610813	0.00439719177578725	3
1P31.1:DEL	0.000175163953449299	0.291323546962645	0.00251599133136266	3
3P21.31:DEL	0.000457232782505117	0.279508294545889	0.00516019854541489	3
8Q24.22:AMP	0.0070453692467634	0.273540995345507	0.0305455507299809	3
14Q32.31:DEL	0.00111175354860085	0.244659267215658	0.0103327682752314	3
6Q:DEL	0.00264540361785845	0.232844014798902	0.0149276347007727	3
4Q35.1:DEL	0.00162813534867284	0.230099057166726	0.0122497802423957	3
1P13.1:DEL	0.003631693237857	0.212555197517604	0.0185099203735937	3
11Q:AMP	0.0282921907739041	0.203604248717031	0.0776746114307433	3
3Q28:DEL	0.00186937302494227	0.20109798305287	0.012841779910473	3
17Q24.3:AMP	0.0230496079648988	0.200739945100847	0.0700353472779617	3
16Q12.1:DEL	0.0049004401850373	0.195130683852488	0.0227726338010557	3
19P13.3:DEL	0.020897467980708	0.180451127819549	0.0673836722643238	3
8Q12.1:DEL	0.0196102970694816	0.180451127819549	0.0645505611870436	3
13Q14.2:DEL	0.0172038935702903	0.165890917770617	0.0590916344370841	3
4Q21.22:DEL	0.0216713691664527	0.160042964554243	0.0684815265659905	3
5Q:AMP	0.0285134649555893	0.157059314954052	0.0776746114307433	3
2Q22.2:DEL	0.0178867550400684	0.154314357321876	0.0601299424751236	3
12P13.2:DEL	0.0262560799566628	0.151330707721685	0.0740796541634415	3
13Q34:DEL	0.0394575014620911	0.139634801288937	0.103904753850173	3
18Q23:DEL	0.0458114498074797	0.130922544456379	0.111357062608951	3
PTEN	0.0249104417105499	-0.0584795321637427	0.0723424698643549	3
GNAI2	0.0159364107665194	-0.064327485380117	0.055954508913557	3
MAP2K1	0.042144489634208	-0.0790070414130565	0.109161137085326	3
HVCN1	0.00437446834083951	-0.0935672514619883	0.0211275915698216	3
HIST1H3B	0.00205201338133837	-0.0994152046783626	0.0135090880938109	3
ZC3H12A	0.00283444042958584	-0.0994152046783626	0.0153699841375336	3
HLA-C	0.00246747537726075	-0.105263157894737	0.0144393003558222	3
NFKBIE	0.00246747537726075	-0.105263157894737	0.0144393003558222	3
SF3B1	0.00182332840905744	-0.105263157894737	0.012841779910473	3
UBE2A	0.00246747537726075	-0.105263157894737	0.0144393003558222	3
SV:TP63	0.0138673089552685	-0.106508875739645	0.0521674955936291	3
BCL10	0.00139368821665063	-0.116959064327485	0.01101013691154	3
GRHPR	0.00139368821665063	-0.116959064327485	0.01101013691154	3
CD70	0.0446305880329301	-0.117078410311493	0.111357062608951	3
CD83	0.0446305880329301	-0.117078410311493	0.111357062608951	3
FAS	0.0251825053325286	-0.134622269960616	0.0723424698643549	3
HIST2H2BE	0.0155844285280225	-0.14047022317699	0.055954508913557	3
3P:AMP	0.0103170322151727	-0.140589569160998	0.042897133947297	3
HIST1H2AC	0.0129617929820321	-0.146318176393364	0.0508385731739339	3
B2M	0.0456695662137224	-0.152285475593746	0.111357062608951	3
PRDM1	9.19534571589558e-05	-0.169590643274854	0.00181608077888938	3
GNA13	0.0237763014045255	-0.175677288459243	0.0708802947531137	3
IGLL5	0.0222431379734276	-0.175677288459243	0.0689101137215992	3
3Q:AMP	0.0144789256746348	-0.178780284043442	0.0532016338742395	3
TBL1XR1	5.17422567643712e-05	-0.181286549707602	0.00136254609479511	3
KLHL6	0.00291835141851903	-0.193101802124359	0.0153699841375336	3
HIST1H1B	0.00441272482154502	-0.196085451724549	0.0211275915698216	3
ACTB	0.0119096632127698	-0.19906910132474	0.0482494048107084	3
SGK1	0.0394505658199225	-0.20515574650913	0.103904753850173	3
HLA-A	7.88773173450624e-06	-0.222222222222222	0.000311565403512996	3
CARD11	0.000719542905792774	-0.228189521422604	0.00710548619470364	3
EBF1	0.000539773934261728	-0.234037474638978	0.00568561877422354	3
DTX1	0.000198990973164688	-0.251581334288101	0.00262004781333506	3
HLA-B	0.000121931095330509	-0.269125193937224	0.00214056811802449	3
BTG1	0.00662937628422292	-0.275331185105621	0.029926898654492	3
CD79B	0.00130163353419442	-0.278076142737797	0.01101013691154	3
PIM1	0.0131922879755145	-0.290368779090584	0.0508385731739339	3
CD79B	7.56455721155079e-07	0.810998955795336	9.96000032854187e-06	4
18Q:AMP	5.69465862130108e-08	0.661213597865182	8.99756062165571e-07	4
3Q:AMP	1.00305417674841e-08	0.654136210697297	1.98103199907811e-07	4
PIM1	4.06377293309712e-05	0.63499245852187	0.000353208772506474	4
MYD88	0.000333177368301117	0.563174382178907	0.00194970459968802	4
3P:AMP	4.16340150775333e-06	0.491704374057315	5.06013414019251e-05	4
ETV6	0.000452076900738805	0.470240167072746	0.00255100536845469	4
BTG1	0.0132395661285172	0.351200835363731	0.0426908458837902	4
HLA-A	0.00719655005510454	0.33669799280659	0.0270727359215837	4
18P:AMP	0.000959767497716187	0.334145492516533	0.00489171821416637	4
PRDM1	0.0121600830036604	0.287852419074139	0.0400269398870488	4
GRHPR	0.0196723542358304	0.239006845341687	0.0573146092806084	4
TBL1XR1	0.0406381636242314	0.224968093746374	0.0907674479475034	4
ZC3H12A	0.0309339272150536	0.205708318830491	0.0763681328121636	4
HLA-C	0.0368355587716885	0.199791159067177	0.085003305866998	4
19Q13.42:AMP	0.0218863674347373	0.185752407471865	0.0609595314560207	4
19Q:AMP	0.0180151199596647	0.181691611555865	0.0537054519552268	4
19P13.2:DEL	0.00961541796586724	0.162431836639981	0.0330268704045005	4
17Q25.1:DEL	0.0267094890472638	0.121359786518158	0.0703349878244613	4
TLR2	0.0249051665742371	-0.0591715976331361	0.0666951918428722	4
GNAI2	0.0159311062498717	-0.0650887573964497	0.0493551919113672	4
CIITA	0.00892494874054443	-0.0769230769230769	0.0320486795683186	4
1Q32.1:AMP	0.043800561728396	-0.0791275089917624	0.0948012157957064	4
MAP2K1	0.0368450478069587	-0.0809838728390765	0.085003305866998	4
7Q22.1:AMP	0.0199512880407181	-0.0869010326023901	0.0573146092806084	4
3Q28:DEL	7.95522622959518e-05	-0.0887573964497041	0.000571329883761836	4
HVCN1	0.0043708673192362	-0.0946745562130177	0.0177076163189569	4
10Q23.31:DEL	0.0120771154547422	-0.0968789882817032	0.0400269398870488	4
12P:AMP	0.0416917705736274	-0.0990834203503887	0.091490274314349	4
13Q14.2:DEL	0.0223775495218304	-0.100939784197703	0.0609595314560207	4
1Q23.3:AMP	0.00334771333606687	-0.104652511892331	0.0139194396604886	4
LYN	0.00246473894377208	-0.106508875739645	0.0105251014355673	4
NFKBIE	0.00246473894377208	-0.106508875739645	0.0105251014355673	4
3Q28:AMP	0.000567242859700313	-0.106508875739645	0.00298747906108832	4
1P31.1:DEL	0.0163594861447337	-0.106856943961016	0.0497076694397678	4
ZEB2	0.00159915365304454	-0.112426035502959	0.00743136109355992	4
LTB	0.040787903824511	-0.114630467571644	0.0907674479475034	4
11P:AMP	0.0371216968659675	-0.114978535793015	0.085003305866998	4
BCL10	0.00139168506874478	-0.118343195266272	0.00666321942005076	4
TOX	0.00139168506874478	-0.118343195266272	0.00666321942005076	4
CD83	0.0360622795873349	-0.120547627334958	0.085003305866998	4
18Q23:DEL	0.000110499252564468	-0.134238310708899	0.000727453412716081	4
PDE4DIP	0.0285962317448874	-0.136442742777584	0.0728742679950356	4
1P36.11:DEL	0.00209759922190668	-0.142359902540898	0.00946916220175015	4
NFKBIA	0.000250622858069525	-0.153846153846154	0.00152301582980711	4
B2M	0.0345883882525776	-0.158255017983525	0.0840763899062656	4
CD58	0.000141302297479489	-0.165680473372781	0.000893030520070371	4
HIST1H2BC	0.00552627835828006	-0.167884905441467	0.0218287995152062	4
IRF8	0.00645893849241849	-0.167884905441467	0.0248905434585883	4
HIST1H2BK	0.0220675104920566	-0.170089337510152	0.0609595314560207	4
CD70	9.16215256398282e-05	-0.171597633136095	0.000629400045699689	4
EZH2	7.95522622959518e-05	-0.177514792899408	0.000571329883761836	4
HIST1H2AM	2.72016390767173e-05	-0.183431952662722	0.000252815233771843	4
EBF1	0.0141962083390976	-0.187840816800093	0.0448600183515484	4
FAS	4.47099712033511e-05	-0.189349112426035	0.000353208772506474	4
STAT3	4.47099712033511e-05	-0.189349112426035	0.000353208772506474	4
HIST2H2BE	7.36930317848965e-06	-0.195266272189349	8.31678501572403e-05	4
ACTB	0.00834165578506925	-0.205592296090034	0.0306507352102545	4
BRAF	1.61968017550714e-05	-0.207100591715976	0.00015994341733133	4
HIST1H1E	0.00914461029683764	-0.209653092006033	0.0321077428200077	4
5Q:AMP	2.37961815598492e-10	-0.21301775147929	9.39949171614043e-09	4
TNFAIP3	9.04985091761763e-06	-0.218934911242604	9.5325096332239e-05	4
5P:AMP	1.16952023800115e-10	-0.230769230769231	9.23920988020909e-09	4
GNA13	0.00050190905201294	-0.232973662837916	0.00273453897303602	4
21Q:AMP	8.16749426283173e-09	-0.248520710059172	1.84352013361059e-07	4
TP53	0.0285553301040168	-0.249912982944657	0.0728742679950356	4
1P36.32:DEL	3.18119590334038e-08	-0.262559461654484	5.58476614141978e-07	4
SV:BCL6	0.0296571453987112	-0.354545454545455	0.074378237666609	4
TNFRSF14	3.54239500977946e-09	-0.372781065088757	1.11939682309031e-07	4
BCL2	2.94464248594639e-07	-0.414549251653324	4.22957738890481e-06	4
SGK1	2.00401745512132e-10	-0.420118343195266	9.39949171614043e-09	4
2P16.1:AMP	3.21804081317283e-12	-0.475577213133774	5.08450448481307e-10	4
SV:BCL2	6.03779372521063e-09	-0.721818181818182	1.5899523476388e-07	4
SGK1	3.73347016148435e-05	0.704545454545455	0.00147472071378632	5
HIST1H1E	0.00102472288109665	0.5	0.0124543242471747	5
HIST1H1C	0.00305648406779296	0.460227272727273	0.0229964039386327	5
KLHL6	0.00265561197981458	0.443181818181818	0.0209793346405352	5
STAT3	0.00188745286720556	0.443181818181818	0.0156956606851831	5
CD83	0.00175658888057521	0.431818181818182	0.0156956606851831	5
NFKBIE	0.00181420695114268	0.409090909090909	0.0156956606851831	5
BRAF	0.00395811000249383	0.397727272727273	0.0271904947997402	5
ACTB	0.00881877360687047	0.386363636363636	0.044947297738243	5
NFKBIA	0.00559563752827148	0.363636363636364	0.0340042588256498	5
HIST1H2BC	0.00556640293986294	0.357954545454545	0.0340042588256498	5
ZFP36L1	0.00785945025295638	0.357954545454545	0.0421566944867132	5
CD58	0.00730411751093969	0.352272727272727	0.0421566944867132	5
DTX1	0.0206282927020214	0.329545454545455	0.0814817561729845	5
TNFRSF14	0.0283864686663311	0.323863636363636	0.0998242191833576	5
CARD11	0.0321462832274848	0.295454545454545	0.103003730953417	5
LTB	0.0141885181048213	0.295454545454545	0.0659348782518166	5
TOX	0.0157465404420222	0.284090909090909	0.0691098163844308	5
HIST1H1D	0.0275612292771258	0.278409090909091	0.0998242191833576	5
HIST1H1B	0.0403406768924304	0.272727272727273	0.122573595173154	5
ETS1	0.0325961173903217	0.238636363636364	0.103003730953417	5
TLR2	0.0249230948918341	-0.0568181818181818	0.0937583093549949	5
19Q13.32:DEL	0.000791017594184472	-0.0625	0.0106109928818759	5
1Q42.12:DEL	0.031946971630414	-0.0681818181818182	0.103003730953417	5
SV:ETV6	0.0451758571518294	-0.0701754385964912	0.134675196792246	5
17Q25.1:DEL	0.000142845618160521	-0.0795454545454545	0.00376160127822705	5
BCL11A	0.00362154822254894	-0.0852272727272727	0.0260093008710333	5
16Q12.1:DEL	0.0387532811274486	-0.0852272727272727	0.120059184669351	5
8Q12.1:DEL	0.0480771474587761	-0.0965909090909091	0.138112532699757	5
13Q:AMP	0.0172661570526484	-0.102272727272727	0.0734932863156643	5
3Q28:AMP	0.000571192412311451	-0.102272727272727	0.00902484011452093	5
SV:TP63	0.0138725168171057	-0.105263157894737	0.0659348782518166	5
19Q:AMP	0.0309408810759743	-0.107954545454545	0.103003730953417	5
5P:AMP	0.0478393484171591	-0.107954545454545	0.138112532699757	5
13Q14.2:DEL	0.00800443566203415	-0.113636363636364	0.0421566944867132	5
19P13.2:DEL	4.47388294955368e-06	-0.113636363636364	0.000353436753014741	5
6Q23.3:DEL	0.0204807564845711	-0.113636363636364	0.0814817561729845	5
5Q:AMP	0.0155111550180698	-0.119318181818182	0.0691098163844308	5
6Q:DEL	0.0284309485015892	-0.119318181818182	0.0998242191833576	5
3P:AMP	0.0295782319312193	-0.125	0.101594796633318	5
19Q13.42:AMP	0.000805898193560196	-0.136363636363636	0.0106109928818759	5
SV:TBL1XR1	0.00437446834083953	-0.140350877192982	0.0287985832438602	5
9Q21.13:DEL	2.33330435268929e-07	-0.142045454545455	3.68662087724908e-05	5
6P:AMP	0.0011121711235608	-0.147727272727273	0.012551645537329	5
6Q21:DEL	0.00786602579959085	-0.147727272727273	0.0421566944867132	5
ETV6	0.017675600506299	-0.153409090909091	0.0734932863156643	5
9P21.3:DEL	1.50809504194374e-05	-0.170454545454545	0.000794263388757036	5
3Q:AMP	0.00137935515008231	-0.210227272727273	0.014529207580867	5
SPEN	0.000260150901456235	-0.221590909090909	0.00530173116416066	5
18P:AMP	0.000268442084261299	-0.227272727272727	0.00530173116416066	5
BCL2	0.0246119844534851	-0.244318181818182	0.0937583093549949	5
KMT2D	0.00936644150827319	-0.3125	0.0462468049470989	5
MYD88	0.00183563470894774	-0.318181818181818	0.0156956606851831	5
18Q:AMP	4.83097820443377e-05	-0.318181818181818	0.00152658911260107	5
TP53	0.000471340372249588	-0.363636363636364	0.00827464209060388	5
